frame_idx,class,x1,y1,x2,y2,confidence
3006,player,1342.4,474.7,1399.1,551.2,0.107
3007,player,1080.3,851.8,1274.9,1010.0,0.813
3007,player,1118.9,634.1,1241.4,820.0,0.804
3007,player,560.6,676.9,656.9,898.9,0.734
3007,player,886.5,777.0,959.6,990.8,0.673
3007,player,1331.4,609.2,1484.2,905.2,0.57
3007,player,1169.1,395.0,1220.2,538.5,0.564
3007,player,1041.6,263.2,1087.3,371.6,0.477
3007,player,948.0,487.7,1004.5,632.2,0.41
3007,player,688.2,465.6,745.9,620.9,0.392
3007,player,954.2,967.0,1005.3,1079.1,0.386
3007,player,422.3,508.8,505.1,679.9,0.382
3007,player,947.2,486.0,1001.9,591.2,0.348
3007,player,1315.9,478.1,1413.0,626.8,0.335
3007,player,688.3,465.6,742.5,574.7,0.334
3007,player,913.4,607.3,972.7,782.3,0.315
3007,player,1345.6,479.7,1402.8,564.2,0.28
3007,player,909.3,605.1,989.5,797.6,0.217
3007,player,1392.0,606.7,1483.4,752.4,0.148
3007,player,1335.5,747.6,1429.0,896.8,0.146
3007,player,693.6,540.6,745.6,624.5,0.136
3007,ball,1189.6,395.7,1216.3,421.8,0.387
3008,player,1087.8,852.9,1293.5,1034.2,0.866
3008,player,1117.2,633.8,1245.1,814.5,0.787
3008,player,562.0,673.5,657.9,892.4,0.738
3008,player,1174.5,396.1,1222.5,534.1,0.642
3008,player,886.7,776.0,958.9,989.3,0.618
3008,player,1041.6,263.2,1087.0,371.1,0.461
3008,player,1335.9,604.3,1492.7,922.9,0.457
3008,player,954.5,966.5,1005.3,1079.0,0.407
3008,player,422.8,508.5,505.1,679.1,0.39
3008,player,1339.4,742.8,1435.2,925.1,0.371
3008,player,949.7,484.1,1002.8,596.3,0.368
3008,player,1339.9,478.2,1408.0,622.8,0.347
3008,player,1346.4,479.0,1406.3,589.9,0.298
3008,player,692.0,465.7,745.2,581.0,0.291
3008,player,913.7,601.0,991.5,740.8,0.263
3008,player,691.0,466.1,748.1,619.9,0.236
3008,player,1396.5,606.2,1491.5,755.9,0.196
3008,player,912.4,603.9,972.2,733.0,0.183
3008,player,1316.4,478.5,1402.1,623.5,0.167
3008,player,1335.4,720.9,1468.1,924.1,0.136
3008,player,1346.8,478.4,1403.5,558.3,0.126
3008,player,955.6,559.2,1002.0,661.1,0.119
3008,player,699.5,550.3,749.5,626.0,0.115
3008,player,912.8,597.2,1009.8,804.7,0.113
3008,ball,1191.5,396.9,1216.9,422.5,0.533
3009,player,1101.3,854.9,1306.5,1047.5,0.874
3009,player,566.0,674.4,655.7,890.8,0.739
3009,player,1123.1,634.5,1248.3,813.5,0.716
3009,player,1177.4,397.5,1224.0,530.6,0.651
3009,player,886.1,775.2,953.0,982.9,0.54
3009,player,1041.8,262.9,1087.2,373.0,0.504
3009,player,955.1,966.3,1005.0,1079.1,0.468
3009,player,953.3,483.7,1004.8,609.7,0.463
3009,player,1344.9,607.5,1493.7,918.9,0.425
3009,player,695.8,465.7,748.0,622.7,0.379
3009,player,1347.1,712.4,1447.1,905.6,0.357
3009,player,422.1,509.7,504.2,677.7,0.354
3009,player,951.5,482.4,1000.3,577.8,0.337
3009,player,914.1,602.2,970.8,754.0,0.336
3009,player,1344.9,702.4,1474.0,919.6,0.294
3009,player,1348.7,483.0,1411.0,625.9,0.247
3009,player,1406.0,605.6,1495.8,746.0,0.206
3009,player,1429.0,606.4,1494.4,738.0,0.195
3009,player,1323.0,481.6,1411.5,627.3,0.188
3009,player,1349.2,482.7,1410.1,566.5,0.171
3009,player,1386.5,604.6,1494.7,829.0,0.157
3009,player,426.5,509.7,498.5,631.1,0.153
3009,player,699.0,546.7,755.3,623.0,0.149
3009,player,697.2,465.2,744.1,583.6,0.116
3009,player,918.7,597.9,977.2,716.8,0.113
3010,player,1116.1,864.0,1323.9,1057.2,0.84
3010,player,1124.5,634.2,1252.7,812.7,0.796
3010,player,569.0,673.5,654.4,887.4,0.731
3010,player,1176.7,395.6,1230.5,536.1,0.698
3010,player,1041.5,262.7,1087.3,374.5,0.53
3010,player,884.9,775.1,953.4,985.0,0.5
3010,player,1407.9,605.7,1503.9,754.6,0.493
3010,player,955.2,483.0,1005.3,607.5,0.478
3010,player,957.2,966.3,1001.4,1080.0,0.436
3010,player,694.2,464.8,754.3,624.5,0.431
3010,player,1342.2,711.7,1448.7,911.8,0.424
3010,player,1351.0,483.4,1413.3,627.0,0.405
3010,player,422.3,511.5,504.8,679.0,0.345
3010,player,1323.6,483.7,1412.8,628.3,0.311
3010,player,913.7,596.5,972.3,741.1,0.276
3010,player,1341.7,606.6,1508.3,898.9,0.219
3010,player,1383.2,605.0,1506.1,804.5,0.148
3010,player,1362.0,709.2,1447.1,883.2,0.146
3010,player,956.1,540.7,1005.5,645.8,0.144
3010,player,1431.0,605.8,1501.2,742.4,0.137
3010,player,1355.5,482.4,1412.4,565.0,0.133
3010,player,432.8,517.6,499.7,656.9,0.113
3010,ball,1114.5,954.4,1145.2,987.5,0.208
3011,player,1121.2,634.6,1256.1,813.0,0.768
3011,player,1188.0,866.6,1338.1,1058.1,0.72
3011,player,1175.4,388.7,1235.5,532.9,0.696
3011,player,572.1,671.8,654.1,882.6,0.686
3011,player,1366.9,706.2,1451.4,871.5,0.65
3011,player,1414.3,609.3,1509.8,745.9,0.548
3011,player,1041.5,262.8,1087.2,374.1,0.532
3011,player,883.8,772.8,949.2,977.3,0.521
3011,player,954.9,966.0,1005.0,1079.1,0.497
3011,player,956.9,485.6,1007.0,593.0,0.49
3011,player,423.0,512.3,505.8,681.3,0.426
3011,player,1354.7,488.2,1411.8,620.4,0.416
3011,player,697.2,464.7,757.1,625.7,0.316
3011,player,914.7,592.2,999.4,733.8,0.264
3011,player,1358.0,489.0,1412.7,582.5,0.251
3011,player,699.7,534.7,754.7,628.5,0.218
3011,player,914.9,590.8,981.7,715.2,0.207
3011,player,955.3,484.3,1007.2,635.3,0.184
3011,player,436.3,522.2,502.7,667.0,0.171
3011,player,1437.6,608.6,1507.1,738.8,0.143
3011,player,705.3,462.4,748.3,555.8,0.126
3011,player,1333.0,488.9,1411.6,626.7,0.124
3011,player,910.9,596.2,972.5,783.0,0.105
3011,ball,1202.0,392.7,1226.8,415.7,0.548
3012,player,1126.6,635.2,1258.0,813.8,0.761
3012,player,573.2,670.5,656.3,880.9,0.691
3012,player,1224.2,875.8,1351.2,1056.0,0.647
3012,player,1174.1,388.5,1239.8,522.3,0.602
3012,player,881.1,773.1,959.7,991.5,0.581
3012,player,1041.4,262.6,1087.6,377.2,0.565
3012,player,1378.4,704.8,1457.0,871.3,0.549
3012,player,1426.7,609.6,1520.4,739.9,0.503
3012,player,955.4,964.1,1004.9,1079.0,0.49
3012,player,959.0,485.9,1008.0,598.4,0.456
3012,player,436.0,514.9,505.0,690.7,0.445
3012,player,1358.6,488.6,1415.7,584.9,0.392
3012,player,914.8,589.5,995.3,765.3,0.35
3012,player,699.4,461.4,763.0,627.3,0.33
3012,player,914.8,589.2,986.4,727.7,0.263
3012,player,700.2,547.8,765.2,633.3,0.183
3012,player,1346.4,489.3,1414.6,626.6,0.18
3012,player,913.0,596.4,976.1,774.7,0.158
3012,player,709.7,461.1,753.3,553.1,0.132
3012,player,424.9,513.1,502.8,652.0,0.119
3012,player,1158.4,642.9,1255.9,795.7,0.113
3013,player,1127.3,634.2,1258.7,814.8,0.754
3013,player,575.2,668.6,663.2,880.8,0.728
3013,player,1041.8,262.2,1086.9,380.4,0.6
3013,player,702.3,458.5,766.9,631.9,0.588
3013,player,1170.6,387.9,1240.3,530.9,0.559
3013,player,430.6,511.3,505.7,690.4,0.552
3013,player,1441.3,613.7,1523.7,739.8,0.54
3013,player,875.6,765.0,944.6,979.4,0.497
3013,player,1203.1,894.0,1373.4,1058.3,0.482
3013,player,955.2,963.4,1004.7,1078.7,0.455
3013,player,960.2,489.1,1009.9,633.8,0.416
3013,player,1386.8,705.0,1473.3,867.6,0.372
3013,player,1356.4,487.7,1421.5,617.0,0.355
3013,player,958.9,488.2,1008.8,593.4,0.354
3013,player,914.2,590.7,978.3,717.9,0.305
3013,player,1358.1,493.0,1417.2,590.2,0.236
3013,player,911.9,599.2,972.4,776.5,0.112
3014,player,1138.4,629.5,1258.3,816.2,0.772
3014,player,1236.4,892.0,1387.7,1069.1,0.75
3014,player,576.4,668.1,661.8,875.5,0.658
3014,player,705.1,457.5,766.5,628.7,0.643
3014,player,872.2,762.8,950.0,981.7,0.642
3014,player,1041.7,262.2,1087.0,380.1,0.582
3014,player,1175.6,389.0,1249.4,525.3,0.552
3014,player,1357.3,490.2,1425.7,617.4,0.486
3014,player,954.7,962.5,1005.6,1078.9,0.486
3014,player,431.0,511.5,505.4,690.9,0.456
3014,player,962.7,489.3,1011.4,614.4,0.45
3014,player,1448.4,613.6,1525.4,777.8,0.443
3014,player,1386.7,709.1,1483.5,874.4,0.434
3014,player,1455.1,617.2,1523.4,739.6,0.322
3014,player,916.6,590.8,982.5,711.4,0.318
3014,player,913.6,591.1,975.9,774.2,0.181
3014,player,978.4,601.6,1013.1,665.9,0.108
3015,player,1236.1,905.3,1401.0,1072.1,0.8
3015,player,579.3,667.8,668.2,875.6,0.685
3015,player,1140.2,625.4,1258.8,816.0,0.684
3015,player,871.8,758.2,943.7,979.1,0.591
3015,player,1041.8,262.4,1086.8,378.1,0.586
3015,player,1185.7,390.0,1250.7,525.2,0.583
3015,player,712.8,456.8,765.1,623.9,0.578
3015,player,1362.1,492.7,1428.6,633.9,0.541
3015,player,1391.7,716.5,1466.7,870.5,0.48
3015,player,955.0,963.5,1005.1,1078.8,0.452
3015,player,436.5,517.7,504.7,690.0,0.442
3015,player,963.1,489.0,1013.2,636.6,0.404
3015,player,919.2,593.6,983.3,724.4,0.34
3015,player,963.5,489.2,1013.5,592.8,0.311
3015,player,1454.8,609.9,1533.7,799.1,0.303
3015,player,719.3,458.0,761.1,578.0,0.21
3015,player,1467.1,631.9,1524.6,744.2,0.206
3015,player,962.1,515.9,1011.6,653.7,0.134
3015,player,1200.3,389.2,1250.7,481.6,0.127
3015,player,1389.8,711.6,1516.5,872.2,0.125
3015,player,900.4,594.8,985.3,763.4,0.107
3016,player,1239.1,928.1,1426.6,1077.8,0.752
3016,player,1148.5,622.0,1259.9,813.4,0.686
3016,player,581.2,666.0,674.2,877.8,0.641
3016,player,1194.7,389.4,1254.2,524.3,0.625
3016,player,1041.8,262.2,1086.8,379.0,0.584
3016,player,870.2,763.9,943.4,975.8,0.573
3016,player,1368.9,493.6,1430.3,646.7,0.503
3016,player,716.3,456.8,768.3,622.0,0.498
3016,player,954.8,963.3,1005.3,1078.8,0.475
3016,player,1453.4,608.9,1554.0,796.0,0.449
3016,player,438.3,523.7,504.3,689.7,0.437
3016,player,963.2,486.8,1015.6,622.9,0.379
3016,player,920.0,593.9,985.5,730.4,0.346
3016,player,963.3,486.4,1013.1,584.5,0.334
3016,player,1394.4,709.2,1478.5,871.9,0.243
3016,player,1463.0,608.5,1554.7,754.2,0.208
3016,player,424.6,515.7,501.8,669.9,0.193
3016,player,718.5,530.7,766.9,624.6,0.188
3016,player,722.8,457.7,763.6,561.3,0.184
3016,player,423.4,514.6,490.4,633.7,0.14
3016,player,458.0,578.6,503.5,690.2,0.14
3016,player,1392.2,709.4,1517.3,877.1,0.129
3016,player,581.2,667.8,650.7,846.4,0.112
3017,player,1149.0,617.5,1260.3,814.7,0.729
3017,player,719.7,456.9,770.2,618.5,0.639
3017,player,1242.6,883.8,1463.0,1080.0,0.598
3017,player,1202.3,389.9,1253.0,521.3,0.592
3017,player,1369.0,493.6,1431.9,658.0,0.586
3017,player,869.7,748.8,943.4,977.7,0.582
3017,player,1042.0,262.7,1086.8,375.0,0.554
3017,player,583.6,666.0,666.7,862.1,0.522
3017,player,954.6,964.3,1004.9,1078.9,0.474
3017,player,1447.3,610.9,1557.6,796.9,0.415
3017,player,920.4,592.5,991.6,738.7,0.408
3017,player,439.1,523.1,503.8,689.4,0.407
3017,player,1202.8,390.8,1253.2,477.8,0.395
3017,player,965.6,486.6,1012.7,604.7,0.393
3017,player,870.9,768.1,963.6,987.9,0.376
3017,player,1394.0,712.2,1477.7,869.9,0.228
3017,player,423.5,515.5,491.5,635.6,0.177
3017,player,456.6,572.3,503.2,689.9,0.172
3017,player,1200.1,445.5,1238.5,521.5,0.155
3017,player,1382.1,879.8,1439.1,959.9,0.119
3017,player,1456.2,610.4,1558.4,751.1,0.11
3018,player,1149.7,614.4,1258.2,814.9,0.725
3018,player,1249.4,917.3,1469.6,1080.0,0.69
3018,player,722.5,456.1,772.3,617.0,0.663
3018,player,1207.1,382.6,1261.3,521.5,0.647
3018,player,868.9,750.6,942.3,979.2,0.63
3018,player,1397.1,713.8,1474.4,864.2,0.583
3018,player,1373.5,495.6,1433.7,653.5,0.56
3018,player,1041.7,262.6,1086.8,376.5,0.542
3018,player,581.6,666.4,665.6,859.2,0.529
3018,player,1208.1,383.3,1258.6,482.6,0.487
3018,player,955.0,963.3,1005.0,1078.9,0.48
3018,player,1459.6,611.0,1563.2,787.1,0.46
3018,player,440.3,531.4,504.4,691.7,0.433
3018,player,964.9,484.0,1015.6,595.2,0.334
3018,player,923.6,592.7,983.4,742.2,0.316
3018,player,870.0,769.0,965.2,989.9,0.291
3018,player,1461.1,707.4,1550.3,795.7,0.202
3018,player,586.2,665.5,646.4,802.3,0.201
3018,player,588.8,661.1,681.2,876.7,0.159
3018,player,1468.5,610.4,1563.9,741.3,0.156
3018,player,458.4,592.5,503.3,689.3,0.137
3018,player,1459.5,714.3,1531.6,802.9,0.136
3018,player,725.9,505.1,772.2,622.6,0.12
3018,player,425.1,515.8,491.7,632.8,0.115
3018,player,1354.0,916.7,1470.6,1080.0,0.109
3018,player,976.3,597.4,1015.9,669.3,0.104
3019,player,1259.3,922.4,1479.6,1080.0,0.816
3019,player,1149.5,619.1,1258.0,813.7,0.719
3019,player,723.1,455.8,773.8,618.0,0.712
3019,player,1210.5,381.7,1262.6,508.8,0.672
3019,player,1375.8,498.1,1435.1,663.3,0.624
3019,player,1389.2,713.2,1484.1,865.6,0.609
3019,player,1474.6,611.1,1570.4,786.6,0.608
3019,player,589.4,662.2,680.3,865.2,0.58
3019,player,1041.5,262.5,1086.9,378.5,0.558
3019,player,867.9,750.1,957.8,974.3,0.553
3019,player,954.6,964.3,1004.9,1078.8,0.469
3019,player,441.2,530.3,503.7,692.0,0.428
3019,player,1482.7,612.4,1569.3,735.3,0.32
3019,player,966.4,481.9,1015.5,593.1,0.297
3019,player,925.0,588.4,987.9,720.4,0.285
3019,player,870.6,752.9,933.1,972.0,0.285
3019,player,1174.5,624.4,1254.9,802.0,0.229
3019,player,455.3,590.5,503.2,689.9,0.155
3019,player,1386.9,921.5,1482.0,1080.0,0.152
3019,player,1380.7,500.5,1438.1,623.8,0.151
3019,player,586.7,666.5,657.0,854.2,0.142
3019,player,1471.1,687.5,1557.3,794.2,0.131
3019,player,428.4,516.7,491.0,631.4,0.121
3019,ball,1225.8,380.7,1250.3,402.9,0.31
3020,player,724.6,456.0,779.3,612.2,0.699
3020,player,1147.9,615.3,1256.5,814.5,0.693
3020,player,1212.4,379.5,1262.5,511.7,0.668
3020,player,1379.6,502.3,1438.5,675.1,0.627
3020,player,866.9,746.3,954.2,973.2,0.596
3020,player,1270.5,929.9,1497.0,1080.0,0.592
3020,player,1041.5,262.3,1086.9,379.8,0.578
3020,player,1382.6,932.6,1496.4,1078.1,0.544
3020,player,1476.4,617.4,1571.7,797.6,0.499
3020,player,954.3,964.7,1004.9,1078.8,0.491
3020,player,1179.6,627.6,1255.1,804.4,0.47
3020,player,1398.0,713.8,1487.1,858.0,0.466
3020,player,438.1,530.3,503.7,691.4,0.43
3020,player,1482.5,615.4,1571.0,741.3,0.383
3020,player,587.8,664.9,672.5,859.0,0.367
3020,player,965.9,479.2,1021.0,653.2,0.286
3020,player,429.7,517.1,501.6,668.1,0.246
3020,player,926.6,588.2,987.3,711.1,0.24
3020,player,966.8,480.4,1021.6,587.2,0.2
3020,player,868.5,751.5,929.0,955.7,0.193
3020,player,592.9,664.1,648.2,793.2,0.173
3020,player,1380.0,514.3,1440.5,638.6,0.162
3020,player,456.5,587.0,503.3,689.3,0.156
3020,player,1476.4,679.8,1561.2,796.0,0.111
3020,player,429.0,517.5,490.9,633.0,0.103
3021,player,1155.0,623.2,1256.9,810.2,0.737
3021,player,1215.0,383.4,1266.2,512.1,0.714
3021,player,1350.2,940.8,1515.9,1079.2,0.645
3021,player,866.3,745.2,951.6,977.8,0.619
3021,player,726.5,455.1,783.8,611.4,0.615
3021,player,1386.0,507.8,1443.0,674.4,0.572
3021,player,1041.5,262.5,1086.7,378.9,0.568
3021,player,596.0,661.0,682.0,864.9,0.515
3021,player,1480.6,617.7,1577.5,786.0,0.468
3021,player,955.1,964.5,1005.0,1078.8,0.465
3021,player,435.0,520.9,503.4,687.5,0.43
3021,player,1398.4,939.9,1513.2,1079.9,0.414
3021,player,1482.8,620.5,1574.8,744.2,0.282
3021,player,1410.9,713.4,1494.9,857.2,0.271
3021,player,1388.8,529.2,1440.9,652.9,0.254
3021,player,1395.4,707.6,1501.5,873.3,0.247
3021,player,927.1,584.8,988.1,715.3,0.242
3021,player,965.4,479.7,1022.3,650.8,0.193
3021,player,935.1,581.5,984.9,691.7,0.184
3021,player,593.7,664.7,667.5,809.0,0.16
3021,player,967.4,479.2,1020.6,579.1,0.159
3021,player,457.0,598.5,503.2,689.0,0.136
3021,player,1478.6,654.0,1566.1,804.8,0.13
3021,player,596.8,665.8,652.7,795.1,0.128
3021,player,428.8,517.7,490.7,633.1,0.125
3021,player,1423.6,707.8,1493.4,819.7,0.124
3021,player,1485.3,724.8,1536.6,801.5,0.115
3021,ball,1461.7,6.3,1493.6,42.3,0.614
3022,player,596.5,661.7,681.4,860.3,0.697
3022,player,1149.6,623.3,1258.3,815.0,0.687
3022,player,866.4,746.8,949.1,983.3,0.644
3022,player,1218.7,382.5,1262.6,509.6,0.639
3022,player,1391.1,513.5,1445.1,672.9,0.618
3022,player,1497.3,618.1,1586.4,784.3,0.598
3022,player,731.6,456.9,782.2,606.4,0.571
3022,player,1041.5,262.8,1087.0,378.2,0.561
3022,player,1402.8,949.7,1529.2,1080.0,0.499
3022,player,955.6,966.0,1006.0,1079.0,0.49
3022,player,1392.2,707.1,1502.9,879.8,0.461
3022,player,434.0,518.7,503.8,687.5,0.344
3022,player,970.8,478.8,1020.7,573.1,0.307
3022,player,929.1,580.5,1000.1,725.1,0.254
3022,player,729.2,454.6,793.4,625.6,0.143
3022,player,968.4,478.1,1018.1,618.1,0.128
3022,player,938.3,578.3,987.1,691.8,0.122
3022,player,1179.5,624.7,1255.6,798.9,0.115
3022,player,867.6,759.4,929.4,975.2,0.114
3022,player,1481.6,949.7,1525.8,1005.1,0.104
3022,ball,1467.3,22.9,1499.8,58.2,0.483
3022,ball,1234.1,377.1,1257.9,397.2,0.175
3023,player,1154.5,624.6,1257.1,823.2,0.713
3023,player,866.5,743.1,949.1,982.0,0.713
3023,player,1439.4,961.5,1544.2,1079.0,0.708
3023,player,601.2,663.0,682.3,859.4,0.702
3023,player,1218.6,386.8,1267.2,513.0,0.683
3023,player,1497.4,616.0,1591.3,788.7,0.659
3023,player,1394.3,520.6,1449.0,675.7,0.603
3023,player,732.6,454.7,787.2,606.2,0.57
